# Option 7. Preprocessing description: encoding only, imputing, no cutoff, drop high corr
age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,cons.price.idx,cons.conf.idx,euribor3m,y 
49,0.0,0.0,3.0,0,1,0,1,5,4,3,-1,1,-1,92.893,-46.2,1.327,0
33,0.0,2.0,6.0,0,1,0,1,7,1,1,-1,1,-1,94.215,-40.3,0.827,0
35,9.0,2.0,5.0,0,1,1,1,8,4,1,-1,0,0,93.444,-36.1,4.963,0
54,3.0,1.0,0.0,0,0,0,0,6,3,5,-1,0,0,94.465,-41.8,4.962,0
52,0.0,0.0,6.0,0,1,1,1,7,2,9,-1,0,0,93.918,-42.7,4.962,0
31,1.0,1.0,2.0,0,1,1,1,4,4,2,-1,2,-1,93.075,-47.1,1.41,0
34,9.0,2.0,6.0,0,1,0,0,7,4,5,-1,0,0,93.918,-42.7,4.958,0
32,0.0,1.0,6.0,0,1,0,1,4,3,1,-1,0,0,93.075,-47.1,1.415,0
41,6.0,1.0,1.0,0,1,0,0,8,4,15,-1,0,0,93.444,-36.1,4.962,0
55,4.0,0.0,6.0,0,0,1,1,4,1,1,-1,0,0,93.075,-47.1,1.466,0
26,8.0,2.0,2.0,0,1,0,1,5,5,2,3,2,1,92.893,-46.2,1.313,0
30,0.0,2.0,3.0,0,1,0,1,11,5,1,-1,0,0,93.2,-42.0,4.021,0
54,4.0,1.0,6.0,0,0,0,0,6,2,15,-1,0,0,94.465,-41.8,4.864,0
26,9.0,1.0,5.0,0,1,0,1,7,2,1,-1,0,0,93.918,-42.7,4.962,0
37,9.0,2.0,5.0,0,1,1,1,8,1,1,-1,0,0,93.444,-36.1,4.965,0
67,5.0,1.0,6.0,0,0,0,1,8,2,1,-1,1,-1,92.201,-31.4,0.883,0
50,1.0,1.0,2.0,0,0,0,1,7,4,1,-1,0,0,93.918,-42.7,4.962,0
33,0.0,2.0,6.0,0,0,0,1,8,3,1,-1,0,0,93.444,-36.1,4.965,0
74,5.0,1.0,3.0,0,0,0,1,8,4,1,-1,0,0,92.201,-31.4,0.883,0
37,7.0,1.0,3.0,0,1,0,0,5,2,2,-1,0,0,93.994,-36.4,4.856,0
53,6.0,0.0,0.0,0,0,0,1,5,1,2,-1,0,0,92.893,-46.2,1.299,0
28,9.0,2.0,6.0,0,0,0,0,6,3,17,-1,0,0,94.465,-41.8,4.959,0
30,9.0,2.0,6.0,0,0,0,0,5,3,4,-1,0,0,93.994,-36.4,4.857,0
31,1.0,1.0,2.0,0,0,0,1,7,3,1,-1,0,0,93.918,-42.7,4.963,0
51,10.0,1.0,0.0,0,0,1,0,6,3,5,-1,0,0,94.465,-41.8,4.864,0
33,7.0,2.0,3.0,0,1,0,0,5,1,5,-1,0,0,92.893,-46.2,1.299,0
24,7.0,2.0,3.0,0,0,0,0,6,1,1,-1,0,0,94.465,-41.8,4.961,1
29,0.0,2.0,6.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.964,0
37,1.0,1.0,2.0,0,0,0,1,5,3,3,-1,1,-1,92.893,-46.2,1.281,0
44,0.0,1.0,6.0,0,1,0,1,7,3,1,-1,0,0,93.918,-42.7,4.963,0
52,0.0,1.0,6.0,0,1,1,1,5,4,1,3,5,1,93.876,-40.0,0.677,1
57,1.0,1.0,0.0,0,1,0,1,7,4,1,-1,0,0,93.918,-42.7,4.962,0
51,0.0,1.0,6.0,0,1,0,0,7,5,3,-1,0,0,92.469,-33.6,0.921,0
42,0.0,1.0,5.0,0,1,0,1,5,1,1,-1,0,0,92.893,-46.2,1.354,0
47,9.0,1.0,6.0,0,1,0,1,8,3,3,-1,0,0,93.444,-36.1,4.964,0
31,0.0,2.0,6.0,0,0,0,0,6,5,29,-1,0,0,94.465,-41.8,4.959,0
47,9.0,1.0,5.0,0,0,0,1,8,3,15,-1,0,0,93.444,-36.1,4.964,0
41,7.0,0.0,3.0,0,0,1,0,5,3,1,-1,0,0,93.994,-36.4,4.856,0
33,0.0,2.0,6.0,0,1,0,1,4,5,2,-1,0,0,93.075,-47.1,1.405,0
33,7.0,2.0,3.0,0,1,0,1,5,3,1,-1,1,-1,92.893,-46.2,1.281,0
43,0.0,1.0,3.0,0,0,0,1,5,3,3,-1,0,0,92.893,-46.2,1.281,0
29,3.0,2.0,6.0,0,0,0,1,11,1,1,-1,0,0,92.649,-30.1,0.715,0
50,0.0,0.0,6.0,0,0,1,1,7,1,9,-1,0,0,93.918,-42.7,4.962,0
24,9.0,2.0,5.0,0,0,0,1,6,2,2,-1,1,-1,92.963,-40.8,1.262,0
47,9.0,1.0,5.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.968,0
40,1.0,1.0,0.0,0,1,0,1,7,3,4,-1,0,0,93.918,-42.7,4.962,0
33,1.0,2.0,2.0,0,1,1,1,5,4,2,-1,1,-1,92.893,-46.2,1.327,0
41,9.0,1.0,6.0,0,1,0,1,8,1,4,-1,0,0,93.444,-36.1,4.965,0
37,10.0,2.0,6.0,0,1,0,1,11,4,1,-1,0,0,93.2,-42.0,4.076,0
48,9.0,2.0,6.0,0,1,1,1,11,2,4,-1,1,-1,93.2,-42.0,4.153,0
37,7.0,0.0,3.0,0,1,1,1,4,1,1,-1,1,-1,93.075,-47.1,1.405,0
42,4.0,1.0,1.0,0,1,0,1,9,4,3,-1,0,0,92.379,-29.8,0.778,1
38,9.0,2.0,6.0,0,1,0,1,8,5,1,-1,0,0,93.444,-36.1,4.964,0
35,1.0,1.0,2.0,0,1,0,1,11,2,2,-1,0,0,93.2,-42.0,4.153,0
22,7.0,2.0,3.0,0,1,0,1,6,1,1,-1,0,0,92.963,-40.8,1.26,0
36,0.0,1.0,3.0,0,0,0,0,5,4,2,-1,0,0,93.994,-36.4,4.855,0
41,0.0,2.0,6.0,0,1,0,1,8,2,2,-1,0,0,92.201,-31.4,0.883,0
32,6.0,0.0,5.0,0,1,0,0,6,1,1,-1,0,0,94.465,-41.8,4.947,0
28,7.0,1.0,3.0,0,0,0,0,7,2,1,-1,0,0,93.918,-42.7,4.962,0
45,0.0,1.0,3.0,0,1,1,0,6,1,1,-1,0,0,94.465,-41.8,4.96,0
42,9.0,1.0,5.0,0,0,1,0,5,3,5,-1,0,0,93.994,-36.4,4.857,0
45,0.0,2.0,6.0,0,1,0,1,8,3,1,-1,0,0,93.444,-36.1,4.965,0
42,1.0,1.0,0.0,0,1,1,1,4,4,1,-1,0,0,93.075,-47.1,1.41,0
46,4.0,1.0,3.0,0,0,0,1,7,4,1,-1,0,0,93.918,-42.7,4.963,0
25,0.0,2.0,6.0,0,0,1,0,4,4,2,-1,0,0,93.075,-47.1,1.365,0
25,0.0,2.0,2.0,0,1,1,1,7,4,17,-1,0,0,93.918,-42.7,4.968,0
37,3.0,1.0,3.0,0,1,1,0,5,1,1,-1,0,0,93.994,-36.4,4.858,0
35,1.0,1.0,2.0,0,1,0,1,11,3,2,-1,0,0,93.2,-42.0,4.12,0
31,0.0,2.0,3.0,0,1,0,1,11,3,1,-1,0,0,93.2,-42.0,4.12,0
59,5.0,1.0,0.0,0,1,0,1,9,2,1,-1,0,0,92.379,-29.8,0.77,1
59,0.0,1.0,6.0,0,1,0,1,6,5,1,-1,0,0,92.963,-40.8,1.268,1
37,4.0,1.0,6.0,0,0,0,1,8,2,1,-1,0,0,93.444,-36.1,4.968,0
56,5.0,1.0,3.0,0,1,0,1,8,2,3,-1,0,0,93.444,-36.1,4.963,0
29,8.0,2.0,3.0,0,0,0,1,12,3,1,-1,0,0,92.713,-33.0,0.715,0
31,4.0,1.0,6.0,0,0,0,1,6,2,1,-1,0,0,92.963,-40.8,1.262,0
56,4.0,1.0,6.0,0,1,0,1,7,4,1,-1,0,0,93.918,-42.7,4.968,0
42,0.0,2.0,6.0,0,0,0,0,6,5,2,-1,0,0,94.465,-41.8,4.967,0
52,3.0,1.0,1.0,0,1,0,1,8,2,1,-1,0,0,93.444,-36.1,4.966,0
48,1.0,1.0,1.0,0,1,0,0,6,5,4,-1,0,0,94.465,-41.8,4.959,0
27,1.0,2.0,2.0,0,1,0,1,7,4,1,-1,0,0,93.918,-42.7,4.958,0
38,9.0,2.0,6.0,0,1,0,1,7,5,2,-1,0,0,93.918,-42.7,4.963,0
24,1.0,2.0,1.0,0,0,0,0,7,3,1,-1,0,0,93.918,-42.7,4.963,0
49,0.0,1.0,6.0,0,1,1,0,5,1,1,-1,0,0,92.893,-46.2,1.354,0
45,7.0,0.0,3.0,0,1,1,1,7,3,3,-1,0,0,93.918,-42.7,4.963,0
58,2.0,1.0,6.0,0,0,0,0,5,2,2,-1,0,0,93.994,-36.4,4.856,0
30,1.0,2.0,2.0,0,1,0,0,5,1,1,-1,0,0,93.994,-36.4,4.857,0
36,0.0,1.0,3.0,0,0,0,0,6,5,4,-1,0,0,94.465,-41.8,4.967,0
39,0.0,1.0,6.0,0,0,0,0,5,5,1,-1,0,0,93.994,-36.4,4.857,0
41,7.0,1.0,3.0,0,1,0,0,5,3,1,-1,0,0,93.994,-36.4,4.857,0
52,5.0,1.0,3.0,0,0,0,0,6,4,2,-1,0,0,94.465,-41.8,4.866,0
60,0.0,1.0,3.0,0,0,1,0,6,3,8,-1,0,0,94.465,-41.8,4.864,0
40,0.0,0.0,5.0,0,1,0,0,5,4,1,-1,0,0,93.994,-36.4,4.86,0
33,0.0,2.0,6.0,0,1,0,0,4,3,1,-1,0,0,93.075,-47.1,1.405,0
26,9.0,2.0,5.0,0,1,0,1,7,3,2,-1,0,0,93.918,-42.7,4.957,0
32,1.0,1.0,2.0,0,1,0,1,5,4,1,-1,0,0,92.893,-46.2,1.266,1
32,0.0,2.0,6.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.964,0
43,6.0,0.0,6.0,0,0,0,1,8,1,1,-1,1,-1,92.201,-31.4,0.884,0
48,7.0,1.0,3.0,0,1,1,1,8,4,1,-1,0,0,93.444,-36.1,4.963,0
51,4.0,1.0,6.0,0,0,0,1,7,3,1,-1,0,0,93.918,-42.7,4.962,0
52,9.0,1.0,5.0,0,1,0,0,5,3,2,-1,0,0,93.994,-36.4,4.856,0
26,1.0,2.0,2.0,0,0,0,0,5,5,1,-1,0,0,93.994,-36.4,4.859,1
44,7.0,1.0,3.0,0,1,0,0,5,2,1,-1,0,0,93.994,-36.4,4.856,0
49,0.0,1.0,2.0,0,0,0,1,11,1,1,-1,0,0,93.2,-42.0,4.191,0
43,7.0,1.0,1.0,0,1,1,1,7,1,5,-1,0,0,93.918,-42.7,4.962,0
27,0.0,2.0,1.0,0,1,0,0,5,5,4,-1,0,0,92.893,-46.2,1.25,0
33,0.0,2.0,6.0,0,0,0,1,8,1,10,-1,0,0,93.444,-36.1,4.963,0
29,0.0,1.0,6.0,0,1,0,1,8,3,1,-1,0,0,93.444,-36.1,4.964,1
26,9.0,0.0,5.0,0,1,0,1,7,2,1,-1,0,0,93.918,-42.7,4.961,0
40,10.0,1.0,5.0,0,0,1,0,9,5,1,-1,0,0,92.379,-29.8,0.773,1
51,1.0,1.0,0.0,0,0,0,1,7,3,1,-1,0,0,93.918,-42.7,4.962,0
28,0.0,2.0,6.0,0,1,0,1,7,3,4,-1,0,0,93.918,-42.7,4.963,0
28,7.0,2.0,3.0,0,1,0,0,5,5,1,-1,0,0,93.994,-36.4,4.859,0
48,7.0,1.0,3.0,0,0,0,0,5,3,18,-1,0,0,93.994,-36.4,4.859,0
44,7.0,2.0,3.0,0,0,0,1,5,5,1,-1,1,-1,92.893,-46.2,1.313,0
62,9.0,1.0,5.0,0,1,0,1,4,5,2,-1,1,-1,93.749,-34.6,0.645,0
34,7.0,1.0,3.0,0,1,0,0,6,5,3,-1,0,0,94.465,-41.8,4.967,0
46,10.0,1.0,5.0,0,0,0,1,7,2,1,-1,0,0,93.918,-42.7,4.961,0
21,8.0,2.0,3.0,0,0,0,1,6,4,1,-1,0,0,92.963,-40.8,1.26,1
37,1.0,1.0,0.0,0,0,0,1,7,4,1,-1,0,0,93.918,-42.7,4.968,0
29,0.0,2.0,6.0,0,1,0,1,11,1,1,-1,0,0,93.2,-42.0,4.191,0
56,5.0,1.0,1.0,0,1,0,1,8,3,4,-1,0,0,93.444,-36.1,4.964,0
44,2.0,1.0,6.0,0,0,0,1,11,5,2,-1,0,0,93.2,-42.0,4.021,0
31,0.0,2.0,3.0,0,1,0,0,5,4,2,-1,0,0,93.994,-36.4,4.86,0
43,10.0,1.0,5.0,0,0,0,0,6,2,5,-1,0,0,94.465,-41.8,4.864,0
30,0.0,2.0,6.0,0,0,0,1,7,1,4,-1,0,0,93.918,-42.7,4.962,0
28,8.0,2.0,3.0,0,1,0,1,12,3,2,-1,0,0,92.713,-33.0,0.706,0
31,8.0,2.0,6.0,0,0,0,1,10,3,1,-1,0,0,94.601,-49.5,1.043,1
26,10.0,2.0,3.0,0,0,0,0,7,2,1,-1,0,0,93.918,-42.7,4.955,0
28,1.0,1.0,2.0,0,1,0,1,5,2,4,-1,0,0,92.893,-46.2,1.291,0
55,3.0,1.0,5.0,0,1,1,0,5,5,1,-1,0,0,93.994,-36.4,4.857,0
49,1.0,1.0,2.0,0,0,0,0,5,4,2,-1,0,0,93.994,-36.4,4.86,0
42,1.0,1.0,0.0,0,0,1,1,4,4,3,-1,0,0,93.075,-47.1,1.41,0
31,0.0,1.0,6.0,0,1,0,1,8,2,6,-1,0,0,93.444,-36.1,4.966,0
34,0.0,1.0,6.0,0,1,0,1,9,3,2,-1,0,0,94.199,-37.5,0.886,0
52,4.0,1.0,3.0,0,1,0,0,5,5,4,-1,0,0,93.994,-36.4,4.855,0
55,9.0,1.0,5.0,0,0,0,1,10,2,1,-1,0,0,92.431,-26.9,0.742,0
29,9.0,1.0,6.0,0,1,0,0,5,3,2,-1,0,0,93.994,-36.4,4.859,0
42,7.0,1.0,3.0,0,1,1,0,5,2,6,-1,0,0,93.994,-36.4,4.857,0
71,5.0,2.0,6.0,0,0,0,0,10,2,1,-1,0,0,92.431,-26.9,0.742,0
48,1.0,1.0,1.0,0,1,0,0,5,4,2,-1,0,0,93.994,-36.4,4.855,0
62,5.0,2.0,6.0,0,1,1,1,5,1,1,-1,0,0,92.893,-46.2,1.264,0
33,0.0,1.0,3.0,0,1,1,0,7,3,2,-1,1,-1,94.215,-40.3,0.802,1
32,7.0,2.0,6.0,0,1,0,0,5,4,1,-1,0,0,92.893,-46.2,1.266,0
30,0.0,2.0,6.0,0,1,0,1,5,2,2,-1,0,0,92.893,-46.2,1.344,0
41,7.0,0.0,3.0,0,1,0,1,7,2,3,-1,0,0,93.918,-42.7,4.961,0
32,9.0,0.0,5.0,0,1,0,0,5,5,17,-1,0,0,93.994,-36.4,4.859,0
42,1.0,0.0,0.0,0,1,0,1,5,1,4,-1,0,0,92.893,-46.2,1.244,0
36,0.0,1.0,6.0,0,1,0,1,8,3,1,-1,0,0,93.444,-36.1,4.965,1
58,5.0,1.0,6.0,0,1,0,1,11,2,1,-1,0,0,93.2,-42.0,4.153,0
33,9.0,1.0,5.0,0,1,0,0,5,5,1,-1,0,0,93.994,-36.4,4.864,0
43,0.0,1.0,6.0,0,1,0,0,6,4,2,-1,0,0,94.465,-41.8,4.866,0
36,4.0,1.0,6.0,0,0,0,1,6,1,2,-1,0,0,92.963,-40.8,1.281,0
25,9.0,1.0,6.0,0,0,0,1,7,4,1,-1,0,0,93.918,-42.7,4.963,0
34,0.0,2.0,6.0,0,1,0,1,4,1,4,-1,0,0,93.075,-47.1,1.405,0
55,1.0,1.0,2.0,0,0,0,1,7,5,1,-1,0,0,93.918,-42.7,4.962,0
33,0.0,2.0,6.0,0,1,0,1,8,4,2,-1,0,0,93.444,-36.1,4.964,0
43,7.0,1.0,3.0,0,1,1,0,7,1,8,-1,0,0,93.918,-42.7,4.962,0
33,9.0,2.0,5.0,0,1,0,1,8,3,1,-1,0,0,93.444,-36.1,4.967,0
24,1.0,2.0,2.0,0,0,1,1,7,1,1,-1,0,0,93.918,-42.7,4.96,0
25,8.0,2.0,3.0,0,1,0,1,5,1,8,-1,0,0,92.893,-46.2,1.244,0
30,7.0,1.0,3.0,0,0,0,0,5,3,2,-1,0,0,93.994,-36.4,4.859,0
39,1.0,1.0,2.0,0,1,0,0,5,2,2,-1,0,0,93.994,-36.4,4.856,0
40,9.0,2.0,5.0,0,1,0,1,4,1,2,-1,1,-1,93.075,-47.1,1.405,0
30,1.0,2.0,2.0,0,1,0,1,11,4,2,-1,0,0,93.2,-42.0,4.076,0
30,0.0,2.0,6.0,0,1,0,1,8,3,1,-1,0,0,93.444,-36.1,4.967,0
29,0.0,1.0,3.0,0,0,0,1,7,4,7,-1,0,0,93.918,-42.7,4.958,0
37,1.0,2.0,2.0,0,0,0,0,6,2,7,-1,0,0,94.465,-41.8,4.961,0
18,8.0,2.0,3.0,0,0,0,1,9,4,1,3,1,1,92.379,-29.8,0.809,1
32,0.0,1.0,6.0,0,1,0,1,8,4,8,-1,0,0,93.444,-36.1,4.962,0
32,4.0,2.0,6.0,0,0,0,1,7,3,3,-1,0,0,93.918,-42.7,4.963,1
30,10.0,1.0,3.0,0,0,1,1,11,2,1,-1,0,0,93.2,-42.0,4.153,0
35,0.0,2.0,0.0,0,1,0,0,5,3,1,-1,0,0,93.994,-36.4,4.856,0
36,1.0,1.0,2.0,0,0,0,1,4,4,1,-1,0,0,93.075,-47.1,1.41,1
40,1.0,2.0,0.0,0,0,0,1,5,2,1,-1,0,0,92.893,-46.2,1.291,0
42,0.0,1.0,6.0,0,1,0,0,6,4,2,-1,0,0,94.465,-41.8,4.866,0
36,0.0,1.0,6.0,0,1,0,1,5,1,1,-1,0,0,92.893,-46.2,1.264,1
42,1.0,1.0,0.0,0,0,1,0,5,3,3,-1,0,0,93.994,-36.4,4.859,0
42,2.0,1.0,6.0,0,0,0,0,5,1,1,-1,0,0,93.994,-36.4,4.858,0
31,0.0,2.0,3.0,0,1,1,1,8,4,1,-1,0,0,93.444,-36.1,4.964,0
31,7.0,2.0,3.0,0,0,0,1,5,5,2,-1,2,-1,92.893,-46.2,1.313,0
45,1.0,0.0,2.0,0,0,0,1,11,1,4,-1,1,-1,93.2,-42.0,4.191,0
29,1.0,1.0,3.0,0,0,0,1,11,3,2,-1,0,0,93.2,-42.0,4.12,0
41,0.0,1.0,6.0,0,1,0,1,8,4,10,-1,0,0,93.444,-36.1,4.962,0
33,9.0,2.0,6.0,0,0,0,1,5,5,3,-1,1,-1,92.893,-46.2,1.25,0
39,1.0,1.0,0.0,0,0,0,0,5,5,7,-1,0,0,93.994,-36.4,4.859,0
39,4.0,1.0,3.0,0,0,0,0,5,5,1,-1,0,0,93.994,-36.4,4.855,0
24,0.0,2.0,3.0,0,0,0,0,6,4,1,-1,0,0,94.465,-41.8,4.866,0
52,0.0,0.0,6.0,0,1,0,1,11,2,1,3,2,1,92.649,-30.1,0.715,1
25,8.0,2.0,3.0,0,1,0,1,8,5,1,15,2,-1,92.201,-31.4,0.825,0
35,0.0,1.0,6.0,0,1,0,0,5,1,6,-1,0,0,93.994,-36.4,4.858,0
28,7.0,1.0,2.0,0,1,1,1,5,4,3,-1,1,-1,92.893,-46.2,1.327,0
51,9.0,1.0,5.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.968,0
34,0.0,2.0,3.0,0,1,1,1,5,3,2,-1,0,0,92.893,-46.2,1.334,0
44,1.0,1.0,1.0,0,0,0,0,5,1,1,-1,0,0,93.994,-36.4,4.857,0
30,4.0,1.0,6.0,0,0,0,1,8,4,4,-1,0,0,93.444,-36.1,4.962,0
55,5.0,1.0,0.0,0,1,0,0,5,2,1,-1,0,0,93.994,-36.4,4.856,0
34,0.0,0.0,2.0,0,1,0,0,6,5,4,-1,0,0,94.465,-41.8,4.959,0
33,7.0,0.0,3.0,0,1,0,1,5,5,3,-1,0,0,92.893,-46.2,1.25,0
58,5.0,1.0,3.0,0,1,0,1,8,5,1,-1,0,0,93.444,-36.1,4.966,0
27,1.0,2.0,2.0,0,1,0,1,5,5,2,-1,0,0,92.893,-46.2,1.25,0
50,1.0,1.0,2.0,0,0,0,1,7,4,1,-1,0,0,93.918,-42.7,4.958,0
30,0.0,1.0,6.0,0,1,0,1,6,5,2,4,1,1,92.963,-40.8,1.268,1
36,1.0,1.0,2.0,0,1,0,1,5,1,2,-1,0,0,92.893,-46.2,1.244,0
38,0.0,0.0,6.0,0,0,0,1,8,1,2,-1,0,0,93.444,-36.1,4.963,0
42,1.0,1.0,1.0,0,0,0,0,5,5,2,-1,0,0,93.994,-36.4,4.855,0
26,1.0,1.0,2.0,0,1,0,1,7,1,2,-1,0,0,93.918,-42.7,4.96,0
32,0.0,2.0,3.0,0,1,0,1,11,1,1,-1,1,-1,93.2,-42.0,4.191,0
58,0.0,0.0,6.0,0,0,0,1,8,1,2,-1,0,0,93.444,-36.1,4.965,0
26,1.0,1.0,2.0,0,0,0,0,6,1,3,-1,0,0,94.465,-41.8,4.958,0
49,3.0,1.0,0.0,0,0,1,0,5,3,1,-1,0,0,93.994,-36.4,4.858,1
34,0.0,2.0,6.0,0,1,0,1,8,3,1,-1,0,0,93.444,-36.1,4.965,0
33,0.0,2.0,5.0,0,1,0,1,7,4,2,-1,0,0,93.918,-42.7,4.968,0
30,4.0,1.0,6.0,0,1,1,1,7,3,4,-1,0,0,93.918,-42.7,4.963,0
34,0.0,2.0,3.0,0,0,0,0,5,3,3,-1,0,0,93.994,-36.4,4.857,0
29,9.0,2.0,6.0,0,0,0,1,8,3,1,-1,0,0,93.444,-36.1,4.964,0
51,2.0,1.0,6.0,0,1,1,1,7,2,2,-1,0,0,93.918,-42.7,4.961,0
31,1.0,2.0,2.0,0,0,0,0,10,2,1,-1,0,0,94.601,-49.5,0.982,0
34,0.0,1.0,6.0,0,0,0,1,5,5,1,-1,0,0,92.893,-46.2,1.259,0
26,2.0,1.0,6.0,0,1,0,0,6,5,3,-1,0,0,94.465,-41.8,4.967,0
35,0.0,2.0,6.0,0,0,0,0,5,1,13,-1,0,0,93.994,-36.4,4.858,0
41,3.0,1.0,0.0,0,1,0,0,8,4,1,-1,0,0,93.444,-36.1,4.964,0
35,3.0,1.0,0.0,0,0,1,1,7,2,1,-1,0,0,93.918,-42.7,4.961,0
53,7.0,0.0,2.0,0,0,0,1,7,5,3,-1,0,0,93.918,-42.7,4.957,0
33,10.0,2.0,6.0,0,0,0,1,11,4,2,-1,0,0,93.2,-42.0,4.076,0
43,7.0,1.0,3.0,0,1,0,0,6,4,1,-1,0,0,94.465,-41.8,4.961,0
41,1.0,1.0,0.0,0,1,0,1,4,3,3,-1,0,0,93.075,-47.1,1.445,0
29,9.0,2.0,5.0,0,1,1,0,11,3,1,-1,0,0,93.2,-42.0,4.12,0
29,9.0,2.0,6.0,0,0,0,1,7,3,6,-1,0,0,93.918,-42.7,4.957,0
41,1.0,2.0,0.0,0,1,0,1,4,1,1,-1,0,0,93.075,-47.1,1.405,0
32,1.0,1.0,2.0,0,0,0,1,4,5,2,-1,0,0,93.075,-47.1,1.405,0
37,9.0,1.0,6.0,0,0,0,0,6,4,1,-1,0,0,94.465,-41.8,4.866,0
40,1.0,2.0,2.0,0,0,0,0,6,1,5,-1,0,0,94.465,-41.8,4.96,0
24,8.0,2.0,3.0,0,0,0,0,5,3,1,-1,0,0,93.994,-36.4,4.859,0
39,0.0,1.0,6.0,0,1,1,0,6,2,1,-1,0,0,94.465,-41.8,4.864,0
33,0.0,1.0,6.0,0,0,0,1,8,4,1,-1,0,0,93.444,-36.1,4.968,0
32,4.0,0.0,6.0,0,1,1,1,5,2,2,-1,0,0,92.893,-46.2,1.344,0
42,1.0,0.0,0.0,0,0,0,1,11,4,6,-1,0,0,93.2,-42.0,4.076,0
30,9.0,2.0,6.0,0,1,0,0,6,1,3,-1,0,0,94.465,-41.8,4.96,0
40,1.0,1.0,2.0,0,1,0,1,5,3,1,-1,1,-1,92.893,-46.2,1.334,0
27,0.0,2.0,6.0,0,0,1,1,7,5,10,-1,0,0,93.918,-42.7,4.962,0
49,1.0,1.0,0.0,0,1,0,0,5,3,1,-1,0,0,93.994,-36.4,4.858,0
40,2.0,1.0,2.0,0,1,0,0,6,5,3,-1,0,0,94.465,-41.8,4.959,0
29,0.0,2.0,6.0,0,0,1,1,11,3,1,3,1,1,92.649,-30.1,0.715,1
50,0.0,1.0,6.0,0,1,1,1,11,5,2,-1,1,-1,93.2,-42.0,4.021,0
29,7.0,2.0,3.0,0,1,0,1,5,1,8,-1,0,0,92.893,-46.2,1.299,0
28,8.0,2.0,2.0,0,1,0,1,3,2,1,-1,0,0,92.843,-50.0,1.799,1
32,2.0,1.0,3.0,0,1,0,1,11,3,1,-1,1,-1,93.2,-42.0,4.12,0
31,6.0,1.0,6.0,0,0,0,1,8,2,5,-1,0,0,93.444,-36.1,4.963,0
27,7.0,1.0,3.0,0,1,0,0,5,2,1,-1,0,0,93.994,-36.4,4.857,0
60,5.0,1.0,0.0,0,0,0,0,6,1,4,-1,0,0,94.465,-41.8,4.96,0
31,6.0,1.0,6.0,0,1,0,1,8,3,10,-1,0,0,93.444,-36.1,4.964,0
49,3.0,1.0,0.0,0,0,0,0,5,3,1,-1,0,0,93.994,-36.4,4.857,0
43,1.0,1.0,1.0,0,1,0,1,5,4,1,-1,1,-1,92.893,-46.2,1.327,0
26,7.0,2.0,3.0,0,1,0,0,7,5,3,-1,0,0,93.918,-42.7,4.957,0
35,9.0,1.0,6.0,0,1,0,1,4,1,4,-1,0,0,93.075,-47.1,1.405,0
30,0.0,2.0,6.0,0,1,0,1,8,1,1,-1,0,0,93.444,-36.1,4.965,0
48,0.0,1.0,6.0,0,1,0,1,8,2,2,-1,0,0,93.444,-36.1,4.968,0
30,9.0,2.0,5.0,0,1,0,1,8,4,1,-1,0,0,93.444,-36.1,4.963,0
31,3.0,2.0,3.0,0,1,0,1,7,3,4,-1,0,0,93.918,-42.7,4.963,0
40,0.0,1.0,6.0,0,0,0,0,6,4,2,-1,0,0,94.465,-41.8,4.961,0
32,9.0,1.0,5.0,0,1,0,1,8,3,2,-1,0,0,93.444,-36.1,4.967,0
42,2.0,1.0,3.0,0,1,0,1,5,5,9,-1,0,0,92.893,-46.2,1.25,0
57,0.0,1.0,6.0,0,1,0,1,7,1,24,-1,0,0,93.918,-42.7,4.962,0
45,9.0,1.0,5.0,0,1,1,1,5,4,1,-1,0,0,92.893,-46.2,1.327,0
28,8.0,2.0,3.0,0,1,0,0,7,1,3,-1,0,0,93.918,-42.7,4.962,0
45,0.0,1.0,6.0,0,0,0,1,7,4,7,-1,0,0,93.918,-42.7,4.968,0
42,9.0,2.0,5.0,0,0,0,1,5,3,2,-1,0,0,92.893,-46.2,1.281,1
28,9.0,2.0,2.0,0,0,0,0,5,3,2,-1,0,0,93.994,-36.4,4.859,0
42,4.0,2.0,6.0,0,0,0,1,10,1,1,6,1,1,92.431,-26.9,0.743,0
29,0.0,2.0,6.0,0,1,0,1,8,5,1,-1,0,0,93.444,-36.1,4.964,1
30,1.0,1.0,2.0,0,1,0,1,5,1,5,-1,0,0,92.893,-46.2,1.299,0
31,1.0,2.0,3.0,0,1,0,1,11,3,3,-1,0,0,93.2,-42.0,4.12,0
53,1.0,1.0,0.0,0,1,0,1,8,3,6,-1,0,0,93.444,-36.1,4.964,0
47,1.0,1.0,0.0,0,1,0,1,8,2,3,-1,0,0,93.444,-36.1,4.965,0
53,0.0,0.0,6.0,0,1,0,1,7,3,2,-1,0,0,93.918,-42.7,4.962,0
31,7.0,1.0,3.0,0,1,1,0,6,3,2,-1,0,0,94.465,-41.8,4.962,0
31,1.0,1.0,1.0,0,1,0,1,5,3,1,-1,0,0,92.893,-46.2,1.334,0
