age,marital,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_management,job_other,job_services,job_technician,education_basic.9y,education_high.school,education_other,education_professional.course,education_university.degree
46,0,0,0,1,6,5,111.0,1,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
31,0,1,1,0,5,4,148.0,2,1,-1.8,92.893,-46.2,1.327,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
55,0,1,1,0,8,1,179.0,4,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
31,0,0,0,1,5,5,294.0,3,0,1.1,93.994,-36.4,4.864,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
43,0,0,0,0,7,1,93.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
37,0,1,1,0,4,3,101.0,1,0,-1.8,93.075,-47.1,1.445,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
33,0,1,0,1,7,2,102.0,1,0,1.4,93.918,-42.7,4.955,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
51,0,0,0,0,7,1,110.0,1,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1,0,0,0,0,0,1,0,0,0
36,0,0,1,1,5,2,147.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
51,0,1,0,0,7,5,97.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
48,0,1,0,0,4,4,152.0,1,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,0,0,1,0,0,0,0,0,0,1
36,0,1,0,0,5,4,25.0,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
57,1,1,0,0,7,2,69.0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
43,0,0,0,0,8,3,204.0,2,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
51,0,1,0,1,6,2,85.0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
42,0,1,0,0,5,5,108.0,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
36,0,1,0,1,6,4,559.0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
20,1,0,0,0,11,3,131.0,1,3,-3.4,92.649,-30.1,0.715,5017.5,1,0,0,0,1,0,0,0,1,0,0,0
44,0,0,0,0,7,4,168.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
32,0,1,0,0,6,2,172.0,1,1,-2.9,92.963,-40.8,1.262,5076.2,0,0,0,0,0,1,0,0,1,0,0,0
36,1,0,0,0,8,4,110.0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
44,2,1,0,0,8,4,136.0,5,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
30,0,1,0,0,11,4,174.0,2,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,0,1,0,0,1,0,0,0
51,0,0,0,1,5,1,289.0,1,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1,0,0,0,0,1,0,0,0,0
30,1,1,0,1,7,4,45.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,1,0,0,0,0
42,0,1,0,0,5,4,56.0,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
38,0,1,0,0,5,4,15.0,9,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
33,1,0,0,0,8,4,14.0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
27,1,0,0,0,5,5,80.0,4,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,1,0,0,0,0,0,1,0,0,0
36,1,1,0,1,5,3,212.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,1,0,0,0
27,1,0,0,0,9,1,303.0,2,0,-1.1,94.199,-37.5,0.879,4963.6,0,0,0,1,0,0,0,0,0,0,0,1
25,0,0,0,0,3,5,184.0,1,0,-1.8,92.843,-50.0,1.531,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
30,0,0,1,0,5,1,85.0,2,2,-1.8,93.876,-40.0,0.701,5008.7,0,1,0,0,0,0,0,0,0,0,0,1
35,0,0,0,0,5,2,142.0,1,0,-1.8,92.893,-46.2,1.344,5099.1,1,0,1,0,0,0,0,0,1,0,0,0
54,0,1,0,0,4,1,82.0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,0,0,1,0,1,0,0,0
38,1,0,0,1,5,5,70.0,5,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
31,1,1,0,1,5,2,174.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,1,0,0,0,0,0,0,0,1
39,2,0,0,0,7,4,151.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
47,0,1,0,0,8,2,526.0,1,1,-2.9,92.201,-31.4,0.883,5076.2,0,1,0,0,0,0,0,0,0,0,0,1
40,1,0,0,0,4,3,274.0,1,1,-1.8,93.075,-47.1,1.498,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
39,0,1,0,1,5,5,232.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,0,0,1,0
40,0,0,0,0,7,1,247.0,2,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,1,0,0,0,1,0,0
35,0,0,0,0,7,2,208.0,2,0,1.4,93.918,-42.7,4.961,5228.1,0,1,0,0,0,0,0,0,0,0,1,0
26,1,0,0,0,7,5,140.0,3,0,1.4,93.918,-42.7,4.957,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
24,1,1,0,0,11,3,84.0,1,3,-3.4,92.649,-30.1,0.716,5017.5,0,1,0,0,0,0,0,0,0,0,0,1
59,0,1,0,0,7,3,286.0,2,0,-2.9,92.469,-33.6,1.029,5076.2,0,1,0,0,0,0,0,0,1,0,0,0
28,1,0,1,0,7,3,278.0,2,0,1.4,93.918,-42.7,4.957,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
49,0,0,0,1,5,2,283.0,3,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,1,0,0,0,0,1,0,0
45,0,1,0,0,8,5,139.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
38,0,0,0,1,11,4,411.0,4,0,-3.4,92.649,-30.1,0.714,5017.5,1,1,0,0,0,0,0,0,0,0,0,1
30,1,0,0,0,4,4,200.0,1,0,-1.8,93.075,-47.1,1.365,5099.1,0,0,0,0,1,0,0,0,0,0,0,1
53,0,1,0,1,6,5,376.0,7,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,1,0,0,0,1,0,0,0,0
29,0,0,0,1,6,1,327.0,2,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
22,0,1,0,1,5,2,185.0,3,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
45,0,1,0,0,11,1,554.0,2,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,1,0,0,1,0,0,0,0
38,1,1,0,0,5,5,132.0,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
29,1,0,0,1,6,3,116.0,2,1,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,1,0,0,1,0,0,0
41,0,1,0,1,5,3,55.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
58,2,0,0,0,11,5,159.0,2,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,1,0,0,0,0,0,1,0
31,1,1,1,0,8,2,428.0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,1,0,1,0,0,0
31,0,1,0,0,7,2,420.0,3,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
39,1,0,0,1,6,5,48.0,10,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
53,0,0,0,0,8,4,201.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
33,0,1,0,0,7,2,362.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
27,1,0,0,0,8,3,93.0,1,3,-2.9,92.201,-31.4,0.879,5076.2,0,0,0,0,1,0,0,0,1,0,0,0
40,0,1,0,1,6,4,134.0,1,0,1.4,94.465,-41.8,4.958,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
35,0,1,0,0,7,5,70.0,4,0,1.4,93.918,-42.7,4.957,5228.1,1,0,1,0,0,0,0,1,0,0,0,0
41,0,1,0,1,6,5,513.0,3,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
25,1,0,0,0,7,3,55.0,2,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
61,2,0,0,0,8,2,92.0,1,0,-2.9,92.201,-31.4,0.884,5076.2,0,0,0,0,1,0,0,0,1,0,0,0
42,1,0,0,0,8,1,135.0,3,0,1.4,93.444,-36.1,4.965,5228.1,0,0,0,0,0,0,1,0,1,0,0,0
52,2,0,0,1,7,4,269.0,2,0,1.4,93.918,-42.7,4.966,5228.1,0,0,0,0,1,0,0,0,0,0,1,0
57,1,0,0,0,8,3,112.0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
35,0,1,0,0,5,1,76.0,2,1,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,0,0,0,0,0,0,0,1,0
30,1,1,0,1,5,1,139.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,1,0,0,0,0,0,0,1,0,0,0
34,0,1,0,0,8,5,31.0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
55,1,0,0,1,5,4,553.0,1,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,1,0,0,1,0,0,0,0
29,1,0,0,1,5,3,244.0,1,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
41,0,1,0,0,11,1,121.0,1,1,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0,0,0,0,0,1,0,0,0
30,1,1,0,1,6,1,339.0,2,0,1.4,94.465,-41.8,4.958,5228.1,1,0,1,0,0,0,0,1,0,0,0,0
44,0,1,0,1,5,4,160.0,1,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
48,0,1,0,0,11,1,301.0,1,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,0,0,0,1,0,1,0,0,0,0
39,0,0,0,1,5,3,178.0,1,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
51,0,1,0,0,8,5,8.0,6,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,1,0,0,0,1,0,0,0
57,0,1,0,1,6,5,12.0,5,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
34,0,1,0,1,4,1,7.0,5,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
32,0,1,0,0,7,3,82.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
56,2,0,0,1,11,5,68.0,1,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1,0,0,0,0,0,1,0,0,0
25,1,0,0,0,7,5,641.0,1,0,1.4,93.918,-42.7,4.957,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
33,0,1,0,1,6,3,577.0,4,0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,1,0,0,0,1,0,0
43,1,1,0,0,5,2,305.0,1,1,-1.8,92.893,-46.2,1.291,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
51,2,0,0,1,6,3,40.0,5,0,1.4,94.465,-41.8,4.959,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
37,0,0,0,0,8,3,168.0,2,0,1.4,93.444,-36.1,4.967,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
27,1,1,0,0,7,4,225.0,1,0,1.4,93.918,-42.7,4.968,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
51,0,0,0,0,8,5,99.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
34,2,1,0,0,8,2,104.0,3,0,1.4,93.444,-36.1,4.968,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
25,1,0,0,1,5,2,72.0,3,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
25,1,1,0,1,4,4,374.0,2,0,-1.8,93.075,-47.1,1.365,5099.1,1,0,0,0,1,0,0,0,0,0,0,1
42,0,1,0,0,5,4,95.0,3,0,-1.8,92.893,-46.2,1.27,5099.1,0,0,0,0,1,0,0,0,1,0,0,0
31,1,0,0,0,5,2,200.0,2,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
34,0,1,0,1,6,1,491.0,6,0,1.4,94.465,-41.8,4.961,5228.1,1,1,0,0,0,0,0,0,1,0,0,0
33,1,1,1,0,4,1,114.0,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,0,1,0,0,0,1,0,0,0
52,0,0,0,0,8,3,219.0,1,0,1.4,93.444,-36.1,4.967,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
35,1,1,0,0,7,5,116.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
42,2,0,0,1,6,5,45.0,22,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,0,1,1,0,0,0,0
33,1,1,0,0,5,4,201.0,1,1,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
34,1,0,0,0,7,3,475.0,2,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
50,0,0,0,0,8,4,273.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
32,1,0,1,0,7,3,90.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
38,0,1,0,1,6,1,493.0,3,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
32,0,1,0,0,7,4,129.0,1,0,1.4,93.918,-42.7,4.968,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
40,2,1,0,0,4,4,194.0,2,0,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
28,0,1,0,1,5,1,267.0,1,1,-1.8,92.893,-46.2,1.299,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
52,0,0,0,0,7,5,18.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
31,1,1,0,0,5,4,60.0,5,1,-1.8,92.893,-46.2,1.266,5099.1,0,0,1,0,0,0,0,0,0,0,1,0
24,1,0,0,0,7,4,113.0,6,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,0,0,1,0,0,0,0,0,1
50,0,1,0,0,7,4,196.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
25,1,1,0,0,7,3,509.0,1,0,1.4,93.918,-42.7,4.963,5228.1,1,0,0,0,0,1,0,1,0,0,0,0
32,1,1,0,0,8,5,233.0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
37,0,1,1,0,8,5,139.0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
46,0,1,0,0,11,3,223.0,4,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1,0,0,0,0,0,0,1,0,0
44,0,0,0,0,8,1,90.0,1,0,1.4,93.444,-36.1,4.97,5228.1,0,0,0,0,0,1,0,0,0,0,1,0
52,0,0,0,0,5,1,248.0,1,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
39,0,0,0,1,5,2,273.0,2,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,0,1,0,0,0,1,0
39,1,0,0,1,6,4,290.0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
33,0,0,0,0,7,3,50.0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
29,1,1,0,0,8,2,139.0,2,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,1,0,0,0,0,0,0,0,1
45,0,0,0,1,5,4,319.0,1,0,1.1,93.994,-36.4,4.855,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
40,0,0,0,1,7,1,116.0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
48,0,0,0,0,5,5,253.0,3,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,0,0,0,0,0,1,0,0,0,0
30,0,1,1,0,5,1,296.0,1,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,0,1,0,0,1,0,0,0
41,0,0,0,1,5,2,335.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,0,0,0,0,1,0,1,0,0,0,0
24,0,1,1,1,6,3,126.0,4,0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
33,0,0,0,1,5,3,353.0,1,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,1,0,0,0,0,1,0,0,0
24,1,1,0,0,5,5,117.0,4,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,0,0,0,0,1,0,0,0,0,1
68,0,1,0,0,5,4,237.0,7,2,-1.8,93.876,-40.0,0.692,5008.7,0,0,0,0,1,0,0,0,0,0,1,0
46,2,0,0,0,5,2,84.0,1,0,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
33,1,1,1,0,6,3,203.0,2,0,-2.9,92.963,-40.8,1.26,5076.2,0,0,0,0,0,0,1,0,0,0,0,1
46,0,1,0,0,4,5,57.0,4,0,-1.8,93.075,-47.1,1.479,5099.1,0,0,0,1,0,0,0,0,1,0,0,0
36,0,0,0,1,5,4,295.0,2,0,1.1,93.994,-36.4,4.86,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
36,0,1,0,0,5,4,191.0,1,1,-1.8,92.893,-46.2,1.327,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
34,0,0,0,0,11,2,106.0,1,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,0,0,0,0,1,1,0,0,0,0
44,0,1,0,0,5,1,65.0,2,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
55,0,1,0,0,11,2,283.0,1,0,-3.4,92.649,-30.1,0.716,5017.5,0,0,0,1,0,0,0,0,0,0,0,1
53,0,1,0,0,11,2,244.0,2,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,0,1,0,0,0,0,0,0,0,1
34,0,1,0,1,5,3,256.0,2,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
28,1,0,0,1,6,4,151.0,2,0,1.4,94.465,-41.8,4.958,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
43,0,1,0,1,5,4,493.0,2,0,1.1,93.994,-36.4,4.86,5191.0,0,1,0,0,0,0,0,0,0,0,0,1
52,0,1,0,1,5,5,107.0,3,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,1,0,0,0,0,0,0,1
30,0,1,0,1,6,2,200.0,1,0,1.4,94.465,-41.8,4.864,5228.1,0,0,0,0,0,1,0,0,0,0,0,1
31,0,1,1,0,11,3,408.0,1,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,0,0,0,0,0,0,0,0,0,1
47,2,0,0,0,11,4,187.0,2,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,0,0,1,0,0,1,0,0,0,0
56,0,0,0,1,6,5,84.0,2,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
47,0,1,0,1,5,4,194.0,3,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1,0,0,0,0,1,0,0,0,0
50,0,1,1,0,9,5,128.0,1,0,-3.4,92.379,-29.8,0.803,5017.5,0,1,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,7,4,326.0,5,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
57,2,1,1,1,5,3,125.0,3,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,1,0,0,1,0,0,0
32,1,0,0,0,8,3,168.0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
43,1,1,0,0,4,3,519.0,1,0,-1.8,93.075,-47.1,1.445,5099.1,0,0,0,0,0,0,1,0,0,0,1,0
36,2,1,0,0,5,5,423.0,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,0,1,0,0,0,0,0,0,0,1
32,1,1,0,0,8,3,127.0,3,0,1.4,93.444,-36.1,4.967,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
25,1,0,0,1,6,3,188.0,2,0,1.4,94.465,-41.8,4.864,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
32,1,1,0,0,7,2,523.0,3,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,0,1,0,0,0
25,0,1,1,1,6,1,60.0,5,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
54,0,1,0,0,8,5,111.0,2,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
41,1,0,0,0,4,5,68.0,3,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,1,0,0,0
54,2,1,0,0,8,4,121.0,1,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,1,0
40,0,0,0,1,6,4,265.0,3,0,1.4,94.465,-41.8,4.958,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
53,2,1,1,1,5,3,104.0,3,0,1.1,93.994,-36.4,4.859,5191.0,0,0,0,0,1,0,0,0,0,0,1,0
34,0,0,0,1,6,3,37.0,3,0,1.4,94.465,-41.8,4.962,5228.1,0,0,0,0,0,1,0,1,0,0,0,0
51,0,0,0,1,5,2,253.0,1,0,1.1,93.994,-36.4,4.856,5191.0,0,1,0,0,0,0,0,0,0,1,0,0
35,1,0,0,1,6,3,172.0,2,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
29,1,1,1,0,8,5,203.0,3,0,1.4,93.444,-36.1,4.964,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
36,0,0,0,1,5,3,443.0,2,0,1.1,93.994,-36.4,4.858,5191.0,0,0,0,0,0,0,1,1,0,0,0,0
39,0,0,0,0,7,2,181.0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,1,0,0,0,0
29,1,1,0,0,9,4,180.0,2,2,-1.1,94.199,-37.5,0.878,4963.6,0,1,0,0,0,0,0,0,0,0,0,1
37,1,0,0,0,7,2,338.0,3,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
64,0,0,0,0,3,5,158.0,1,2,-1.8,93.369,-34.8,0.653,5008.7,0,0,0,0,1,0,0,0,0,0,0,1
31,1,0,0,0,8,5,25.0,4,0,1.4,93.444,-36.1,4.963,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
52,0,0,0,0,11,5,51.0,1,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,0,0,1,0,0,0,0,0,0,1
31,0,0,0,0,5,5,282.0,2,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,1,0,0,0,0,1,0,0,0,0
37,0,0,1,1,7,5,85.0,3,0,1.4,93.918,-42.7,4.959,5228.1,0,0,0,0,1,0,0,0,0,0,0,1
35,0,0,0,0,6,4,121.0,4,0,-2.9,92.963,-40.8,1.26,5076.2,1,1,0,0,0,0,0,0,0,0,0,1
51,0,1,0,0,5,1,59.0,2,0,-1.8,92.893,-46.2,1.354,5099.1,0,0,1,0,0,0,0,0,0,1,0,0
57,2,0,0,1,6,5,53.0,2,0,1.4,94.465,-41.8,4.959,5228.1,0,0,0,0,0,1,0,0,1,0,0,0
35,0,1,0,1,7,2,140.0,1,0,1.4,93.918,-42.7,4.955,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
40,1,1,1,0,4,2,145.0,1,0,-1.8,93.075,-47.1,1.453,5099.1,0,0,0,0,1,0,0,0,0,1,0,0
47,0,0,0,1,8,3,244.0,3,0,1.4,93.444,-36.1,4.967,5228.1,0,0,0,0,1,0,0,0,0,1,0,0
60,0,0,0,1,5,2,310.0,1,0,1.1,93.994,-36.4,4.857,5191.0,0,0,0,0,1,0,0,0,0,0,0,1
34,0,0,0,1,3,1,300.0,6,1,-1.8,93.369,-34.8,0.646,5008.7,1,0,0,0,0,0,1,0,0,0,1,0
45,0,0,0,0,7,2,58.0,1,0,-2.9,92.469,-33.6,1.044,5076.2,0,0,0,0,0,0,1,0,1,0,0,0
38,0,0,0,0,7,2,112.0,8,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
31,0,1,1,0,8,3,158.0,2,0,1.4,93.444,-36.1,4.964,5228.1,0,0,0,0,0,0,1,0,0,0,0,1
34,0,0,0,1,5,1,144.0,2,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1,0,0,0,0,0,0,1,0,0
52,0,1,1,0,11,1,102.0,3,0,-0.1,93.2,-42.0,4.191,5195.8,0,1,0,0,0,0,0,0,0,1,0,0
25,1,0,1,0,5,1,304.0,3,2,-1.8,92.893,-46.2,1.299,5099.1,0,0,0,0,0,0,1,0,0,0,0,1
31,2,1,0,0,8,3,77.0,6,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
28,1,1,0,1,7,5,76.0,2,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1,0,0,0,0,0,0,1,0,0
31,1,0,0,0,8,2,192.0,4,0,1.4,93.444,-36.1,4.963,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
36,0,1,0,0,7,3,93.0,2,0,1.4,93.918,-42.7,4.963,5228.1,0,1,0,0,0,0,0,0,1,0,0,0
30,1,0,0,0,5,1,155.0,2,1,-1.8,92.893,-46.2,1.299,5099.1,0,1,0,0,0,0,0,0,0,0,0,1
57,1,1,0,0,8,3,86.0,2,0,1.4,93.444,-36.1,4.965,5228.1,0,1,0,0,0,0,0,0,0,0,0,1
